Name,Link
"
",https://www.historymuseum.ca/collections/artifact/2365171/?q=Ottawa&page_num=1&item_num=7&media_irn=100938
"
",https://www.historymuseum.ca/collections/artifact/2365141/?q=Ottawa&page_num=1&item_num=8&media_irn=100860
"
",https://www.historymuseum.ca/collections/artifact/2365127/?q=Ottawa&page_num=1&item_num=9&media_irn=100866
"
",https://www.historymuseum.ca/collections/artifact/2365123/?q=Ottawa&page_num=1&item_num=10&media_irn=100863
"
",https://www.historymuseum.ca/collections/artifact/2365122/?q=Ottawa&page_num=1&item_num=11&media_irn=100884
"
",https://www.historymuseum.ca/collections/artifact/2365121/?q=Ottawa&page_num=1&item_num=12&media_irn=100887
"
",https://www.historymuseum.ca/collections/artifact/2365120/?q=Ottawa&page_num=1&item_num=13&media_irn=100878
"
",https://www.historymuseum.ca/collections/artifact/2365115/?q=Ottawa&page_num=1&item_num=14&media_irn=391172
"
",https://www.historymuseum.ca/collections/artifact/2365103/?q=Ottawa&page_num=1&item_num=15&media_irn=391133
"
",https://www.historymuseum.ca/collections/artifact/2365102/?q=Ottawa&page_num=1&item_num=16&media_irn=391127
"
",https://www.historymuseum.ca/collections/artifact/2365101/?q=Ottawa&page_num=1&item_num=17&media_irn=391130
"
",https://www.historymuseum.ca/collections/artifact/2365100/?q=Ottawa&page_num=1&item_num=18&media_irn=391154
"
",https://www.historymuseum.ca/collections/artifact/2365092/?q=Ottawa&page_num=1&item_num=19&media_irn=391148
"
",https://www.historymuseum.ca/collections/artifact/2365089/?q=Ottawa&page_num=1&item_num=20&media_irn=391100
"
",https://www.historymuseum.ca/collections/artifact/2365087/?q=Ottawa&page_num=1&item_num=21&media_irn=391103
"
",https://www.historymuseum.ca/collections/artifact/2365086/?q=Ottawa&page_num=1&item_num=22&media_irn=391163
"
",https://www.historymuseum.ca/collections/artifact/2365082/?q=Ottawa&page_num=1&item_num=23&media_irn=391097
"
",https://www.historymuseum.ca/collections/artifact/2359072/?q=Ottawa&page_num=1&item_num=24&media_irn=5427798
"
",https://www.historymuseum.ca/collections/artifact/2359071/?q=Ottawa&page_num=1&item_num=25&media_irn=5418982
"
",https://www.historymuseum.ca/collections/artifact/2359070/?q=Ottawa&page_num=1&item_num=26&media_irn=5418980
"
",https://www.historymuseum.ca/collections/artifact/2359061/?q=Ottawa&page_num=1&item_num=27&media_irn=5418976
"
",https://www.historymuseum.ca/collections/artifact/2359047/?q=Ottawa&page_num=1&item_num=28&media_irn=5427792
"
",https://www.historymuseum.ca/collections/artifact/2359044/?q=Ottawa&page_num=1&item_num=29&media_irn=5418992
"
",https://www.historymuseum.ca/collections/artifact/2359043/?q=Ottawa&page_num=1&item_num=30&media_irn=5418988
"
",https://www.historymuseum.ca/collections/artifact/2359042/?q=Ottawa&page_num=1&item_num=31&media_irn=5418986
"
",https://www.historymuseum.ca/collections/artifact/1358195/?q=Ottawa&page_num=1&item_num=32&media_irn=3020204
"
",https://www.historymuseum.ca/collections/artifact/1321550/?q=Ottawa&page_num=1&item_num=33&media_irn=3012259
"
",https://www.historymuseum.ca/collections/artifact/1321549/?q=Ottawa&page_num=1&item_num=34&media_irn=3012257
"
",https://www.historymuseum.ca/collections/artifact/312283/?q=Ottawa&page_num=1&item_num=35&media_irn=3000898
"
",https://www.historymuseum.ca/collections/artifact/2365316/?q=Ottawa&page_num=1&item_num=36&media_irn=391088
"
",https://www.historymuseum.ca/collections/artifact/2365315/?q=Ottawa&page_num=1&item_num=37&media_irn=391088
"
",https://www.historymuseum.ca/collections/artifact/2365214/?q=Ottawa&page_num=1&item_num=38&media_irn=100914
"
",https://www.historymuseum.ca/collections/artifact/2365191/?q=Ottawa&page_num=1&item_num=39&media_irn=100902
"
",https://www.historymuseum.ca/collections/artifact/2365190/?q=Ottawa&page_num=1&item_num=40&media_irn=100905
"
",https://www.historymuseum.ca/collections/artifact/2365188/?q=Ottawa&page_num=1&item_num=41&media_irn=100911
"
",https://www.historymuseum.ca/collections/artifact/2365187/?q=Ottawa&page_num=1&item_num=42&media_irn=100911
"
",https://www.historymuseum.ca/collections/artifact/2365186/?q=Ottawa&page_num=1&item_num=43&media_irn=100911
"
",https://www.historymuseum.ca/collections/artifact/2365172/?q=Ottawa&page_num=1&item_num=44&media_irn=100947
"
",https://www.historymuseum.ca/collections/artifact/2365170/?q=Ottawa&page_num=1&item_num=45&media_irn=100941
"
",https://www.historymuseum.ca/collections/artifact/2365118/?q=Ottawa&page_num=1&item_num=46&media_irn=391169
"
",https://www.historymuseum.ca/collections/artifact/2365117/?q=Ottawa&page_num=1&item_num=47&media_irn=391178
"
",https://www.historymuseum.ca/collections/artifact/2365116/?q=Ottawa&page_num=1&item_num=48&media_irn=391181
"
",https://www.historymuseum.ca/collections/artifact/2365114/?q=Ottawa&page_num=1&item_num=49&media_irn=100875
"
",https://www.historymuseum.ca/collections/artifact/2365112/?q=Ottawa&page_num=1&item_num=50&media_irn=100881
"
",https://www.historymuseum.ca/collections/artifact/2365109/?q=Ottawa&page_num=1&item_num=51&media_irn=100872
"
",https://www.historymuseum.ca/collections/artifact/2365096/?q=Ottawa&page_num=1&item_num=52&media_irn=391121
"
",https://www.historymuseum.ca/collections/artifact/2365095/?q=Ottawa&page_num=1&item_num=53&media_irn=391151
"
",https://www.historymuseum.ca/collections/artifact/2365088/?q=Ottawa&page_num=1&item_num=54&media_irn=391106
"
",https://www.historymuseum.ca/collections/artifact/2365085/?q=Ottawa&page_num=1&item_num=55&media_irn=391112
"
",https://www.historymuseum.ca/collections/artifact/2365084/?q=Ottawa&page_num=1&item_num=56&media_irn=391166
"
",https://www.historymuseum.ca/collections/artifact/2193008/?q=Ottawa&page_num=1&item_num=57&media_irn=5313161
"
",https://www.historymuseum.ca/collections/artifact/2193004/?q=Ottawa&page_num=1&item_num=58&media_irn=5313069
"
",https://www.historymuseum.ca/collections/artifact/2189075/?q=Ottawa&page_num=1&item_num=59&media_irn=5307146
"
",https://www.historymuseum.ca/collections/artifact/2189069/?q=Ottawa&page_num=1&item_num=60&media_irn=5307144
"
",https://www.historymuseum.ca/collections/artifact/197203/?q=Ottawa&page_num=1&item_num=61&media_irn=127513
"
",https://www.historymuseum.ca/collections/artifact/1946311/?q=Ottawa&page_num=1&item_num=62&media_irn=5181206
"
",https://www.historymuseum.ca/collections/artifact/1946310/?q=Ottawa&page_num=1&item_num=63&media_irn=5181204
"
",https://www.historymuseum.ca/collections/artifact/1946278/?q=Ottawa&page_num=1&item_num=64&media_irn=5173474
"
",https://www.historymuseum.ca/collections/artifact/1321551/?q=Ottawa&page_num=1&item_num=65&media_irn=3012261
"
",https://www.historymuseum.ca/collections/artifact/1316387/?q=Ottawa&page_num=1&item_num=66&media_irn=5408111
"
",https://www.historymuseum.ca/collections/artifact/2388390/?q=Ottawa&page_num=1&item_num=67&media_irn=5439901
"
",https://www.historymuseum.ca/collections/artifact/213152/?q=Ottawa&page_num=1&item_num=68&media_irn=260989
"
",https://www.historymuseum.ca/collections/artifact/1916157/?q=Ottawa&page_num=1&item_num=69&media_irn=3137922
"
",https://www.historymuseum.ca/collections/artifact/91482/?q=Ottawa&page_num=1&item_num=70&media_irn=5237196
"
",https://www.historymuseum.ca/collections/artifact/2930941/?q=Ottawa&page_num=1&item_num=71&media_irn=5612335
"
",https://www.historymuseum.ca/collections/artifact/2365099/?q=Ottawa&page_num=1&item_num=72&media_irn=391115
"
",https://www.historymuseum.ca/collections/artifact/2269360/?q=Ottawa&page_num=1&item_num=73&media_irn=5368809
"
",https://www.historymuseum.ca/collections/artifact/2193007/?q=Ottawa&page_num=1&item_num=74&media_irn=5313067
"
",https://www.historymuseum.ca/collections/artifact/215540/?q=Ottawa&page_num=1&item_num=75&media_irn=164788
"
",https://www.historymuseum.ca/collections/artifact/1946333/?q=Ottawa&page_num=1&item_num=76&media_irn=5181184
"
",https://www.historymuseum.ca/collections/artifact/1946317/?q=Ottawa&page_num=1&item_num=77&media_irn=5181186
"
",https://www.historymuseum.ca/collections/artifact/1946309/?q=Ottawa&page_num=1&item_num=78&media_irn=5181202
"
",https://www.historymuseum.ca/collections/artifact/1946307/?q=Ottawa&page_num=1&item_num=79&media_irn=5181208
"
",https://www.historymuseum.ca/collections/artifact/1946306/?q=Ottawa&page_num=1&item_num=80&media_irn=5181210
"
",https://www.historymuseum.ca/collections/artifact/1946305/?q=Ottawa&page_num=1&item_num=81&media_irn=5181154
"
",https://www.historymuseum.ca/collections/artifact/1358248/?q=Ottawa&page_num=1&item_num=82&media_irn=1092752
"
",https://www.historymuseum.ca/collections/artifact/1318875/?q=Ottawa&page_num=1&item_num=83&media_irn=3003078
"
",https://www.historymuseum.ca/collections/artifact/1318874/?q=Ottawa&page_num=1&item_num=84&media_irn=3003076
"
",https://www.historymuseum.ca/collections/artifact/1318872/?q=Ottawa&page_num=1&item_num=85&media_irn=3003070
"
",https://www.historymuseum.ca/collections/artifact/1318871/?q=Ottawa&page_num=1&item_num=86&media_irn=3003068
"
",https://www.historymuseum.ca/collections/artifact/1318870/?q=Ottawa&page_num=1&item_num=87&media_irn=3003066
"
",https://www.historymuseum.ca/collections/artifact/1318869/?q=Ottawa&page_num=1&item_num=88&media_irn=3003064
"
",https://www.historymuseum.ca/collections/artifact/1316386/?q=Ottawa&page_num=1&item_num=89&media_irn=3001505
"
",https://www.historymuseum.ca/collections/artifact/1315529/?q=Ottawa&page_num=1&item_num=90&media_irn=1177077
"
",https://www.historymuseum.ca/collections/artifact/1304505/?q=Ottawa&page_num=1&item_num=91&media_irn=3000899
"
",https://www.historymuseum.ca/collections/artifact/3051965/?q=Ottawa&page_num=1&item_num=92&media_irn=5730172
"
",https://www.historymuseum.ca/collections/artifact/3044768/?q=Ottawa&page_num=1&item_num=93&media_irn=5716787
"
",https://www.historymuseum.ca/collections/artifact/2250988/?q=Ottawa&page_num=1&item_num=94&media_irn=5356007
"
",https://www.historymuseum.ca/collections/artifact/2508769/?q=Ottawa&page_num=1&item_num=95&media_irn=5513008
"
",https://www.historymuseum.ca/collections/artifact/2508764/?q=Ottawa&page_num=1&item_num=96&media_irn=5513000
"
",https://www.historymuseum.ca/collections/artifact/2250987/?q=Ottawa&page_num=1&item_num=97&media_irn=5356005
"
",https://www.historymuseum.ca/collections/artifact/2223821/?q=Ottawa&page_num=1&item_num=98&media_irn=5330070
"
",https://www.historymuseum.ca/collections/artifact/2220735/?q=Ottawa&page_num=1&item_num=99&media_irn=5457546
"
",https://www.historymuseum.ca/collections/artifact/135321/?q=Ottawa&page_num=1&item_num=100&media_irn=5233761
"
",https://www.historymuseum.ca/collections/artifact/82738/?q=Ottawa&page_num=1&item_num=101&media_irn=364965
"
",https://www.historymuseum.ca/collections/artifact/2534689/?q=Ottawa&page_num=1&item_num=102&media_irn=5521535
"
",https://www.historymuseum.ca/collections/artifact/2466135/?q=Ottawa&page_num=1&item_num=103&media_irn=5489305
"
",https://www.historymuseum.ca/collections/artifact/2466134/?q=Ottawa&page_num=1&item_num=104&media_irn=5493249
"
",https://www.historymuseum.ca/collections/artifact/2466132/?q=Ottawa&page_num=1&item_num=105&media_irn=5493247
"
",https://www.historymuseum.ca/collections/artifact/2466131/?q=Ottawa&page_num=1&item_num=106&media_irn=5493245
"
",https://www.historymuseum.ca/collections/artifact/2466122/?q=Ottawa&page_num=1&item_num=107&media_irn=5489301
"
",https://www.historymuseum.ca/collections/artifact/2466121/?q=Ottawa&page_num=1&item_num=108&media_irn=5489297
"
",https://www.historymuseum.ca/collections/artifact/2465723/?q=Ottawa&page_num=1&item_num=109&media_irn=5489281
"
",https://www.historymuseum.ca/collections/artifact/2365098/?q=Ottawa&page_num=1&item_num=110&media_irn=391136
"
",https://www.historymuseum.ca/collections/artifact/159212/?q=Ottawa&page_num=1&item_num=111&media_irn=1098735
"
",https://www.historymuseum.ca/collections/artifact/1335436/?q=Ottawa&page_num=1&item_num=112&media_irn=1067443
"
",https://www.historymuseum.ca/collections/artifact/1316385/?q=Ottawa&page_num=1&item_num=113&media_irn=3001508
"
",https://www.historymuseum.ca/collections/artifact/1316384/?q=Ottawa&page_num=1&item_num=114&media_irn=3001506
"
",https://www.historymuseum.ca/collections/artifact/1376869/?q=Ottawa&page_num=1&item_num=115&media_irn=5220636
"
",https://www.historymuseum.ca/collections/artifact/1335362/?q=Ottawa&page_num=1&item_num=116&media_irn=3020758
"
",https://www.historymuseum.ca/collections/artifact/1335361/?q=Ottawa&page_num=1&item_num=117&media_irn=3020760
"
",https://www.historymuseum.ca/collections/artifact/1358620/?q=Ottawa&page_num=1&item_num=118&media_irn=3058915
"
",https://www.historymuseum.ca/collections/artifact/72955/?q=Ottawa&page_num=1&item_num=119&media_irn=368556
"
",https://www.historymuseum.ca/collections/artifact/2968359/?q=Ottawa&page_num=1&item_num=120&media_irn=5649207
"
",https://www.historymuseum.ca/collections/artifact/2913900/?q=Ottawa&page_num=1&item_num=121&media_irn=5642117
"
",https://www.historymuseum.ca/collections/artifact/2913899/?q=Ottawa&page_num=1&item_num=122&media_irn=5642115
"
",https://www.historymuseum.ca/collections/artifact/2913898/?q=Ottawa&page_num=1&item_num=123&media_irn=5642113
"
",https://www.historymuseum.ca/collections/artifact/2466148/?q=Ottawa&page_num=1&item_num=124&media_irn=5489327
"
",https://www.historymuseum.ca/collections/artifact/2466147/?q=Ottawa&page_num=1&item_num=125&media_irn=5489325
"
",https://www.historymuseum.ca/collections/artifact/2466123/?q=Ottawa&page_num=1&item_num=126&media_irn=5489303
"
",https://www.historymuseum.ca/collections/artifact/2465836/?q=Ottawa&page_num=1&item_num=127&media_irn=5489295
"
",https://www.historymuseum.ca/collections/artifact/2465835/?q=Ottawa&page_num=1&item_num=128&media_irn=5489293
"
",https://www.historymuseum.ca/collections/artifact/2465834/?q=Ottawa&page_num=1&item_num=129&media_irn=5489291
"
",https://www.historymuseum.ca/collections/artifact/2465833/?q=Ottawa&page_num=1&item_num=130&media_irn=5489289
"
",https://www.historymuseum.ca/collections/artifact/2465832/?q=Ottawa&page_num=1&item_num=131&media_irn=5489287
"
",https://www.historymuseum.ca/collections/artifact/2465737/?q=Ottawa&page_num=1&item_num=132&media_irn=5489285
"
",https://www.historymuseum.ca/collections/artifact/2465688/?q=Ottawa&page_num=1&item_num=133&media_irn=5489279
"
",https://www.historymuseum.ca/collections/artifact/2465686/?q=Ottawa&page_num=1&item_num=134&media_irn=5489339
"
",https://www.historymuseum.ca/collections/artifact/2465536/?q=Ottawa&page_num=1&item_num=135&media_irn=5489331
"
",https://www.historymuseum.ca/collections/artifact/2465058/?q=Ottawa&page_num=1&item_num=136&media_irn=5489315
"
",https://www.historymuseum.ca/collections/artifact/2465037/?q=Ottawa&page_num=1&item_num=137&media_irn=5489299
"
",https://www.historymuseum.ca/collections/artifact/2365543/?q=Ottawa&page_num=1&item_num=138&media_irn=5425208
"
",https://www.historymuseum.ca/collections/artifact/2365493/?q=Ottawa&page_num=1&item_num=139&media_irn=5425206
"
",https://www.historymuseum.ca/collections/artifact/2365431/?q=Ottawa&page_num=1&item_num=140&media_irn=5482974
"
",https://www.historymuseum.ca/collections/artifact/2365430/?q=Ottawa&page_num=1&item_num=141&media_irn=5425203
"
",https://www.historymuseum.ca/collections/artifact/2365427/?q=Ottawa&page_num=1&item_num=142&media_irn=5425201
"
",https://www.historymuseum.ca/collections/artifact/2365401/?q=Ottawa&page_num=1&item_num=143&media_irn=5425199
"
",https://www.historymuseum.ca/collections/artifact/2365314/?q=Ottawa&page_num=1&item_num=144&media_irn=391088
"
",https://www.historymuseum.ca/collections/artifact/2365287/?q=Ottawa&page_num=1&item_num=145&media_irn=5425191
"
",https://www.historymuseum.ca/collections/artifact/2209706/?q=Ottawa&page_num=1&item_num=146&media_irn=5338810
"
",https://www.historymuseum.ca/collections/artifact/197204/?q=Ottawa&page_num=1&item_num=147&media_irn=127510
"
",https://www.historymuseum.ca/collections/artifact/171472/?q=Ottawa&page_num=1&item_num=148&media_irn=278605
"
",https://www.historymuseum.ca/collections/artifact/1316388/?q=Ottawa&page_num=1&item_num=149&media_irn=3003058
"
",https://www.historymuseum.ca/collections/artifact/305429/?q=Ottawa&page_num=1&item_num=150&media_irn=5597479
"
",https://www.historymuseum.ca/collections/artifact/2090720/?q=Ottawa&page_num=1&item_num=151&media_irn=5174985
"
",https://www.historymuseum.ca/collections/artifact/1916130/?q=Ottawa&page_num=1&item_num=152&media_irn=5181036
"
",https://www.historymuseum.ca/collections/artifact/1376927/?q=Ottawa&page_num=1&item_num=153&media_irn=5220716
"
",https://www.historymuseum.ca/collections/artifact/1376887/?q=Ottawa&page_num=1&item_num=154&media_irn=5220666
"
",https://www.historymuseum.ca/collections/artifact/1376883/?q=Ottawa&page_num=1&item_num=155&media_irn=5220658
"
",https://www.historymuseum.ca/collections/artifact/1376881/?q=Ottawa&page_num=1&item_num=156&media_irn=5220654
"
",https://www.historymuseum.ca/collections/artifact/1376868/?q=Ottawa&page_num=1&item_num=157&media_irn=5220634
"
",https://www.historymuseum.ca/collections/artifact/1376839/?q=Ottawa&page_num=1&item_num=158&media_irn=5220616
"
",https://www.historymuseum.ca/collections/artifact/1315556/?q=Ottawa&page_num=1&item_num=159&media_irn=3004286
"
",https://www.historymuseum.ca/collections/artifact/84100/?q=Ottawa&page_num=1&item_num=160&media_irn=140122
"
",https://www.historymuseum.ca/collections/artifact/76738/?q=Ottawa&page_num=1&item_num=161&media_irn=192541
"
",https://www.historymuseum.ca/collections/artifact/2942763/?q=Ottawa&page_num=1&item_num=162&media_irn=5630202
"
",https://www.historymuseum.ca/collections/artifact/2942762/?q=Ottawa&page_num=1&item_num=163&media_irn=5630200
"
",https://www.historymuseum.ca/collections/artifact/2465739/?q=Ottawa&page_num=1&item_num=164&media_irn=5489337
"
",https://www.historymuseum.ca/collections/artifact/2465738/?q=Ottawa&page_num=1&item_num=165&media_irn=5489335
"
",https://www.historymuseum.ca/collections/artifact/2465736/?q=Ottawa&page_num=1&item_num=166&media_irn=5489283
"
",https://www.historymuseum.ca/collections/artifact/2465687/?q=Ottawa&page_num=1&item_num=167&media_irn=5489341
"
",https://www.historymuseum.ca/collections/artifact/2465546/?q=Ottawa&page_num=1&item_num=168&media_irn=5489333
"
",https://www.historymuseum.ca/collections/artifact/2385301/?q=Ottawa&page_num=1&item_num=169&media_irn=5462602
"
",https://www.historymuseum.ca/collections/artifact/2365544/?q=Ottawa&page_num=1&item_num=170&media_irn=5458738
"
",https://www.historymuseum.ca/collections/artifact/2365387/?q=Ottawa&page_num=1&item_num=171&media_irn=5482972
"
",https://www.historymuseum.ca/collections/artifact/2365366/?q=Ottawa&page_num=1&item_num=172&media_irn=5425197
"
",https://www.historymuseum.ca/collections/artifact/2150301/?q=Ottawa&page_num=1&item_num=173&media_irn=5258741
"
",https://www.historymuseum.ca/collections/artifact/199596/?q=Ottawa&page_num=1&item_num=174&media_irn=253906
"
",https://www.historymuseum.ca/collections/artifact/188983/?q=Ottawa&page_num=1&item_num=175&media_irn=127492
"
",https://www.historymuseum.ca/collections/artifact/1318873/?q=Ottawa&page_num=1&item_num=176&media_irn=3003072
"
",https://www.historymuseum.ca/collections/artifact/1318857/?q=Ottawa&page_num=1&item_num=177&media_irn=3003060
"
",https://www.historymuseum.ca/collections/artifact/2132884/?q=Ottawa&page_num=1&item_num=178&media_irn=53064
"
",https://www.historymuseum.ca/collections/artifact/189573/?q=Ottawa&page_num=1&item_num=179&media_irn=53295
"
",https://www.historymuseum.ca/collections/artifact/101058/?q=Ottawa&page_num=1&item_num=180&media_irn=286624
"
",https://www.historymuseum.ca/collections/artifact/93480/?q=Ottawa&page_num=1&item_num=181&media_irn=5239940
"
",https://www.historymuseum.ca/collections/artifact/85108/?q=Ottawa&page_num=1&item_num=182&media_irn=317314
"
",https://www.historymuseum.ca/collections/artifact/85107/?q=Ottawa&page_num=1&item_num=183&media_irn=317311
"
",https://www.historymuseum.ca/collections/artifact/85106/?q=Ottawa&page_num=1&item_num=184&media_irn=317308
"
",https://www.historymuseum.ca/collections/artifact/85054/?q=Ottawa&page_num=1&item_num=185&media_irn=317335
"
",https://www.historymuseum.ca/collections/artifact/85052/?q=Ottawa&page_num=1&item_num=186&media_irn=317452
"
",https://www.historymuseum.ca/collections/artifact/84103/?q=Ottawa&page_num=1&item_num=187&media_irn=140113
"
",https://www.historymuseum.ca/collections/artifact/84102/?q=Ottawa&page_num=1&item_num=188&media_irn=140116
"
",https://www.historymuseum.ca/collections/artifact/84101/?q=Ottawa&page_num=1&item_num=189&media_irn=140119
"
",https://www.historymuseum.ca/collections/artifact/84099/?q=Ottawa&page_num=1&item_num=190&media_irn=183343
"
",https://www.historymuseum.ca/collections/artifact/84098/?q=Ottawa&page_num=1&item_num=191&media_irn=140125
"
",https://www.historymuseum.ca/collections/artifact/84096/?q=Ottawa&page_num=1&item_num=192&media_irn=140131
"
",https://www.historymuseum.ca/collections/artifact/84095/?q=Ottawa&page_num=1&item_num=193&media_irn=140134
"
",https://www.historymuseum.ca/collections/artifact/84093/?q=Ottawa&page_num=1&item_num=194&media_irn=183346
"
",https://www.historymuseum.ca/collections/artifact/84092/?q=Ottawa&page_num=1&item_num=195&media_irn=183349
"
",https://www.historymuseum.ca/collections/artifact/84087/?q=Ottawa&page_num=1&item_num=196&media_irn=140146
"
",https://www.historymuseum.ca/collections/artifact/84086/?q=Ottawa&page_num=1&item_num=197&media_irn=140149
"
",https://www.historymuseum.ca/collections/artifact/76770/?q=Ottawa&page_num=1&item_num=198&media_irn=135685
"
",https://www.historymuseum.ca/collections/artifact/76758/?q=Ottawa&page_num=1&item_num=199&media_irn=135655
"
",/collections/search-results/?q=Ottawa&per_page=500&view=list&page_num=1
"
",/collections/search-results/?q=Ottawa&per_page=500&view=list&page_num=2
"
				Terms & Conditions			",https://www.historymuseum.ca/collections/terms-conditions/
"
				Disclaimer			",https://www.historymuseum.ca/collections/disclaimer/
"<svg class=""icon facebook""><use xlink:href=""#facebook""></use></svg>",https://www.facebook.com/CanMusHistory/
"<svg class=""icon twitter""><use xlink:href=""#twitter""></use></svg>",https://twitter.com/CanMusHistory
"<svg class=""icon instagram""><use xlink:href=""#instagram""></use></svg>",https://www.instagram.com/canmushistory/
